指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
603986,兆易创新,0.54,92.98,617.5,69.19,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
601865,福莱特,0.46,23.32,545.9,3.85,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖；EMV上升
000792,盐湖股份,0.46,16.76,908.92,17.32,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；WR超卖
600060,海信视像,0.44,20.92,273.52,4.1,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
601933,永辉超市,0.43,7.23,654.31,91.9,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002028,思源电气,0.42,73.2,567.47,20.06,价格接近布林带下轨；KDJ超卖；成交量放大；WR超卖；EMV上升
301536,星宸科技,0.41,59.45,249.44,10.08,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601012,隆基绿能,0.41,17.07,1292.81,19.97,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；WR超卖
600438,通威股份,0.4,24.04,1081.83,13.92,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；WR超卖
002670,国盛金控,0.4,19.14,369.99,43.6,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势
600707,彩虹股份,0.39,8.14,291.38,9.49,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002812,恩捷股份,0.39,35.37,343.64,4.55,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
000564,供销大集,0.39,4.11,742.19,74.9,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
605499,东鹏饮料,0.38,256.15,1327.91,17.14,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
001965,招商公路,0.37,12.44,848.45,5.79,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势
002410,广联达,0.37,13.73,226.65,17.63,MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
601456,国联证券,0.37,13.61,383.71,27.13,MACD金叉；成交量放大；ADX强势；TRIX上升；EMV上升
600732,爱旭股份,0.37,12.87,235.24,9.34,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；WR超卖
600031,三一重工,0.37,16.58,1404.3,12.41,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
603806,福斯特,0.36,15.8,411.92,3.9,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；WR超卖
601816,京沪高铁,0.36,6.11,2995.5,38.51,MACD金叉；成交量放大；ADX强势；TRIX上升
600809,山西汾酒,0.36,199.58,2434.19,20.51,MA5上穿MA20；价格接近布林带下轨；成交量放大；ADX强势；WR超卖
002129,TCL中环,0.36,9.72,392.59,8.33,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；WR超卖
000158,常山北明,0.36,24.3,387.98,20.99,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600089,特变电工,0.35,12.86,648.27,11.47,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
002400,省广集团,0.35,12.23,213.21,65.14,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603338,浙江鼎力,0.35,63.99,323.91,2.84,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601990,南京证券,0.35,9.27,341.36,13.41,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600900,长江电力,0.35,28.75,7022.38,41.02,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600038,中直股份,0.35,39.07,320.33,2.96,价格接近布林带下轨；KDJ超卖；成交量放大；ADX强势；CCI回归；WR超卖
600436,片仔癀,0.35,223.89,1349.62,9.33,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
600256,广汇能源,0.35,7.02,460.92,11.7,价格接近布林带下轨；RSI超卖；成交量放大；CCI回归；WR超卖
002466,天齐锂业,0.35,36.48,598.55,9.37,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
600482,中国动力,0.34,24.68,555.05,16.92,MACD金叉；成交量放大；TRIX上升；OBV上升趋势；EMV上升
603993,洛阳钼业,0.34,7.19,1552.99,21.56,价格接近布林带下轨；MACD金叉；成交量放大；ADX强势；CCI回归；WR超卖
601567,三星医疗,0.34,33.39,471.02,4.4,MACD金叉；成交量放大；TRIX上升；OBV上升趋势；EMV上升
603893,瑞芯微,0.34,92.4,386.09,11.94,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000786,北新建材,0.34,29.33,495.03,4.01,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
600941,中国移动,0.34,108.96,23371.52,18.46,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600026,中远海能,0.34,12.16,580.6,5.16,价格接近布林带下轨；MACD金叉；成交量放大；ADX强势；CCI回归；WR超卖
600521,华海药业,0.34,19.9,291.74,7.44,MACD金叉；成交量放大；TRIX上升；OBV上升趋势；EMV上升
002223,鱼跃医疗,0.33,35.55,356.08,4.3,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600745,闻泰科技,0.33,36.06,448.25,10.3,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
601216,君正集团,0.33,6.0,505.44,28.55,MACD金叉；成交量放大；ADX强势；TRIX上升；EMV上升
601360,三六零,0.33,12.15,849.75,42.19,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
600276,恒瑞医药,0.33,46.59,2970.06,28.53,价格接近布林带下轨；KDJ超卖；成交量放大；WR超卖
002709,天赐材料,0.32,22.26,427.13,7.2,价格接近布林带下轨；RSI超卖；KDJ超卖；成交量放大；CCI回归；WR超卖
002304,洋河股份,0.32,84.03,1266.02,11.76,价格接近布林带下轨；KDJ超卖；成交量放大；ADX强势；CCI回归；WR超卖
002460,赣锋锂业,0.32,38.32,771.16,9.65,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601872,招商轮船,0.32,6.27,509.8,5.84,价格接近布林带下轨；RSI超卖；MACD金叉；成交量放大；CCI回归；WR超卖
