指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
000933,神火股份,0.44,17.69,398.14,2.32,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600999,招商证券,0.41,20.78,1810.62,6.55,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
002415,海康威视,0.39,32.53,3014.64,7.71,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
603816,顾家家居,0.39,30.0,246.65,0.94,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
000878,云南铜业,0.39,13.25,265.08,1.13,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
301551,无线传媒,0.38,68.55,270.21,1.54,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
603338,浙江鼎力,0.37,64.29,327.56,0.49,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603662,柯力传感,0.37,78.6,223.07,12.88,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000683,远兴能源,0.37,5.97,223.6,1.42,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601111,中国国航,0.37,8.88,1475.18,3.15,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600029,南方航空,0.37,7.34,1322.83,1.74,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002583,海能达,0.37,16.92,307.5,4.73,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
000807,云铝股份,0.36,14.45,501.81,2.53,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601100,恒立液压,0.36,57.99,777.68,1.75,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
000651,格力电器,0.36,43.7,2446.69,8.6,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
600023,浙能电力,0.36,5.74,771.0,0.67,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
600489,中金黄金,0.36,12.92,628.7,1.7,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
601899,紫金矿业,0.36,16.34,4353.46,9.17,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
601788,光大证券,0.35,21.86,1023.59,12.47,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601059,信达证券,0.35,15.87,514.66,1.81,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600415,小商品城,0.34,14.37,788.55,2.1,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601318,中国平安,0.34,56.9,10343.41,14.18,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
603605,珀莱雅,0.34,95.51,379.92,3.0,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600426,华鲁恒升,0.34,23.39,496.84,1.54,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
601628,中国人寿,0.34,45.63,12868.92,3.14,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
000981,山子高科,0.33,2.93,289.93,10.76,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603195,公牛集团,0.33,74.99,966.39,0.6,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600115,中国东航,0.33,4.36,969.67,0.87,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600765,中航重机,0.32,21.25,315.4,0.85,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601865,福莱特,0.32,24.42,574.25,0.65,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
601162,天风证券,0.32,5.24,454.95,9.69,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
003021,兆威机电,0.32,83.18,200.59,2.06,MACD金叉；ADX强势；OBV上升趋势；EMV上升
