指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
002945,华林证券,0.45,18.93,514.35,22.09,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002129,TCL中环,0.4,9.35,378.03,3.71,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
002459,晶澳科技,0.4,14.62,484.21,3.79,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
002429,兆驰股份,0.39,5.99,270.71,28.24,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601919,中远海控,0.39,15.18,2422.85,16.66,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601168,西部矿业,0.39,16.1,383.9,1.97,价格接近布林带下轨；RSI超卖；KDJ超卖；OBV上升趋势；WR超卖；EMV上升
000158,常山北明,0.38,22.27,356.17,8.54,价格接近布林带下轨；RSI超卖；KDJ超卖；OBV上升趋势；WR超卖
601099,太平洋,0.38,4.5,307.42,4.08,价格接近布林带下轨；RSI超卖；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
601136,首创证券,0.37,23.18,633.59,2.01,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
600383,金地集团,0.37,4.6,207.22,2.24,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
601600,中国铝业,0.37,7.32,1255.86,3.19,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
002812,恩捷股份,0.37,33.58,326.35,1.76,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
601727,上海电气,0.37,8.26,1288.45,7.61,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
600233,圆通速递,0.37,14.29,492.69,1.42,价格接近布林带下轨；MACD金叉；KDJ超卖；ADX强势；CCI回归；WR超卖；EMV上升
600563,法拉电子,0.37,119.84,269.62,0.8,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600585,海螺水泥,0.37,24.28,1287.2,0.99,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
603993,洛阳钼业,0.37,6.92,1492.51,4.04,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
000009,中国宝安,0.37,9.45,243.74,0.74,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
601155,新城控股,0.37,12.42,280.15,1.34,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600906,财达证券,0.36,7.45,241.43,0.74,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
002466,天齐锂业,0.36,34.73,570.16,3.91,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600497,驰宏锌锗,0.36,5.7,290.71,1.21,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
000617,中油资本,0.36,7.15,903.91,2.19,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600642,申能股份,0.36,9.37,457.6,1.06,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600066,宇通客车,0.36,25.75,568.98,5.06,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600398,海澜之家,0.36,6.8,325.15,2.03,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600988,赤峰黄金,0.36,15.8,262.73,3.76,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600111,北方稀土,0.36,21.85,790.25,2.06,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
603606,东方电缆,0.36,53.83,369.58,1.79,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
002422,科伦药业,0.36,30.2,484.13,1.48,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
002244,滨江集团,0.36,8.41,262.61,1.83,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
002252,上海莱士,0.36,7.22,479.26,1.78,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
600208,衢州发展,0.35,3.02,256.97,2.33,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600256,广汇能源,0.35,6.67,437.94,1.46,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
601865,福莱特,0.35,21.35,500.68,2.23,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601666,平煤股份,0.35,9.67,239.59,1.04,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000750,国海证券,0.35,4.48,285.46,2.56,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
601398,工商银行,0.35,6.76,24093.06,19.36,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600941,中国移动,0.35,114.59,24677.94,7.22,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002152,广电运通,0.35,12.13,301.73,1.6,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
603659,璞泰来,0.35,16.91,360.75,1.37,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601012,隆基绿能,0.35,16.46,1248.1,7.76,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601377,兴业证券,0.35,6.38,550.98,1.52,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
000723,美锦能源,0.34,4.66,202.2,1.09,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
601898,中煤能源,0.34,11.78,1561.87,2.2,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600732,爱旭股份,0.34,11.68,213.85,5.78,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600900,长江电力,0.34,29.81,7293.98,17.06,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603979,金诚信,0.34,38.19,238.21,1.18,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600188,兖矿能源,0.34,13.87,1391.52,1.68,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600348,华阳股份,0.34,7.13,257.21,0.83,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
