指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
000063,中兴通讯,0.52,34.0,1627.36,115.52,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
601216,君正集团,0.42,6.71,567.88,28.72,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600111,北方稀土,0.42,22.14,800.38,2.68,价格接近布林带下轨；RSI超卖；KDJ超卖；OBV上升趋势；WR超卖；EMV上升
002851,麦格米特,0.41,45.26,247.57,17.38,MA5上穿MA20；MACD金叉；成交量放大；OBV上升趋势；EMV上升
002916,深南电路,0.41,108.18,555.45,9.93,MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
000938,紫光股份,0.39,25.77,736.47,20.11,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
600276,恒瑞医药,0.38,46.62,2973.25,7.35,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
002130,沃尔核材,0.38,23.93,300.23,39.15,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000792,盐湖股份,0.38,16.68,906.2,2.24,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
603659,璞泰来,0.37,17.61,376.35,2.11,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
000681,视觉中国,0.37,29.54,206.6,56.51,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
