指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
603596,伯特利,0.43,48.63,295.02,2.71,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600745,闻泰科技,0.41,35.84,446.14,1.38,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600362,江西铜业,0.4,21.79,755.22,0.5,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600029,南方航空,0.37,7.28,1315.58,1.0,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601111,中国国航,0.37,8.94,1483.48,1.51,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601816,京沪高铁,0.37,6.31,3103.53,2.04,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600547,山东黄金,0.36,25.18,1126.86,2.33,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
002583,海能达,0.35,16.97,308.23,3.68,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
002670,国盛金控,0.35,17.4,336.7,20.89,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002532,天山铝业,0.34,8.48,394.95,0.44,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
000921,海信家电,0.34,29.9,415.66,0.5,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
001965,招商公路,0.34,12.46,849.81,0.26,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000596,古井贡酒,0.34,197.99,1046.68,0.97,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601600,中国铝业,0.33,7.83,1345.07,1.85,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
600115,中国东航,0.33,4.34,965.21,0.87,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
301358,湖南裕能,0.33,46.55,352.5,0.33,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
601933,永辉超市,0.33,6.74,608.03,20.03,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603589,口子窖,0.32,41.24,247.56,0.46,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
603885,吉祥航空,0.32,15.26,335.57,0.27,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603228,景旺电子,0.32,25.51,238.26,0.41,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
000878,云南铜业,0.31,13.28,266.48,0.67,MACD金叉；ADX强势；OBV上升趋势；EMV上升
600436,片仔癀,0.31,223.85,1350.22,0.58,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600183,生益科技,0.31,22.99,557.3,1.2,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603529,爱玛科技,0.31,42.6,367.61,0.24,MACD金叉；ADX强势；TRIX上升；EMV上升
600089,特变电工,0.31,12.93,655.35,1.4,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
603659,璞泰来,0.31,18.0,385.12,0.43,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002025,航天电器,0.31,59.32,271.29,2.16,MACD金叉；成交量放大；TRIX上升；OBV上升趋势；EMV上升
002460,赣锋锂业,0.31,38.66,780.85,1.0,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
002459,晶澳科技,0.3,15.62,516.97,0.67,价格接近布林带下轨；KDJ超卖；WR超卖；EMV上升
603198,迎驾贡酒,0.3,64.15,513.44,0.5,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
