指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
600060,海信视像,0.38,20.95,273.39,1.83,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601990,南京证券,0.37,9.41,346.52,9.22,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002400,省广集团,0.35,11.71,203.45,50.03,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600031,三一重工,0.35,16.69,1415.32,5.62,价格接近布林带下轨；RSI超卖；KDJ超卖；ADX强势；CCI回归；WR超卖
603338,浙江鼎力,0.35,63.71,323.05,1.36,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601933,永辉超市,0.34,7.08,648.87,59.32,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000786,北新建材,0.34,29.44,497.73,2.18,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
600745,闻泰科技,0.33,36.02,448.0,4.79,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
000792,盐湖股份,0.32,16.92,919.79,7.61,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600418,江淮汽车,0.32,39.16,856.57,23.61,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
000062,深圳华强,0.32,25.37,265.45,2.5,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600089,特变电工,0.32,12.8,647.26,5.02,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
301536,星宸科技,0.32,57.31,242.32,6.13,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002371,北方华创,0.32,391.64,2085.09,12.2,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601216,君正集团,0.31,6.02,507.97,20.65,MACD金叉；成交量放大；ADX强势；TRIX上升；EMV上升
002812,恩捷股份,0.31,35.61,345.68,2.25,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
603659,璞泰来,0.31,17.92,383.83,1.46,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000564,供销大集,0.31,4.24,763.86,50.69,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002460,赣锋锂业,0.31,38.65,779.03,4.53,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
301358,湖南裕能,0.31,47.35,358.94,1.2,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600535,天士力,0.31,14.95,223.2,1.2,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
002074,国轩高科,0.31,22.27,401.29,2.36,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601012,隆基绿能,0.3,17.23,1306.45,10.08,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600438,通威股份,0.3,24.6,1107.94,5.38,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
