指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
600809,山西汾酒,0.43,196.22,2393.57,2.62,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖；EMV上升
600089,特变电工,0.41,12.66,640.19,1.34,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600048,保利发展,0.41,9.44,1130.01,2.72,价格接近布林带下轨；RSI超卖；KDJ超卖；OBV上升趋势；WR超卖；EMV上升
600436,片仔癀,0.4,220.08,1328.5,1.09,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
002624,完美世界,0.39,11.49,223.1,1.52,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
601012,隆基绿能,0.39,16.74,1267.81,2.42,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
000066,中国长城,0.38,15.53,500.64,14.66,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
000681,视觉中国,0.37,29.69,208.07,52.61,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601216,君正集团,0.37,7.24,610.91,31.4,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600885,宏发股份,0.37,31.02,323.54,0.27,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600031,三一重工,0.37,16.56,1403.46,3.3,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600707,彩虹股份,0.35,8.53,306.45,4.09,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
